date,helpful,name,rating,review,size
21-Aug-19,,Amazon Customer,5.0 out of 5 stars,Awesome phone 👍 must buy,Size: 6GB+128GB
08-Jul-19,,Tarun M.,5.0 out of 5 stars,Smooth as butter,Size: 6GB+128GB
08-Jun-19,,duxva,5.0 out of 5 stars,Happy Customer.,Size: 6GB+128GB
14-Jul-19,,shantanu pathak,5.0 out of 5 stars,Best phone in its price range!,Size: 6GB+128GB
18-Jun-19,,Dharm Beer Singh,5.0 out of 5 stars,Superb Phone Under 40k,Size: 8GB+256GB
18-Jun-19,,Viral,4.0 out of 5 stars,Overall Good Phone,Size: 6GB+128GB
08-Jun-19,,Avijit Bansal,5.0 out of 5 stars,An improvement over Oneplus 6T,Size: 6GB+128GB
11-Sep-19,,Zahir Hassan,5.0 out of 5 stars,Review for Tech Noobs.,Size: 6GB+128GB
17-Jun-19,One person found this helpful,Rj,5.0 out of 5 stars,Software bug,Size: 8GB+256GB
19-Jul-19,,Vipul Saini,5.0 out of 5 stars,OP 7....Hit and miss!,Size: 6GB+128GB
10-Jul-19,One person found this helpful,bharat jain,1.0 out of 5 stars,Mobile always clicking sound .. I didn't like it.. rep be or call me,Size: 6GB+128GB
07-Jun-19,,Pritesh Vasani,5.0 out of 5 stars,Better than pro version #beast,Size: 6GB+128GB
07-Aug-19,,akash gupta,1.0 out of 5 stars,Only config nothing else,Size: 8GB+256GB
24-Jun-19,One person found this helpful,pallavi bharadwaj,2.0 out of 5 stars,Defective touch jerky texts,Size: 6GB+128GB
19-Jun-19,One person found this helpful,Nishchhal,5.0 out of 5 stars,A true beast at this price!!,Size: 6GB+128GB
29-Jun-19,,Amazon Customer,4.0 out of 5 stars,Fantastic,Size: 6GB+128GB
25-Jun-19,,Anis khalifa,4.0 out of 5 stars,Type C to 3.5 mm jack missing,Size: 6GB+128GB
11-Jul-19,,Thangaraj,2.0 out of 5 stars,Very very worst experience from Amazon,Size: 6GB+128GB
16-Jun-19,One person found this helpful,Virosh,5.0 out of 5 stars,A sleek Beast!,Size: 6GB+128GB
11-Jun-19,,Amar Singh,2.0 out of 5 stars,Worst camera experience!,Size: 8GB+256GB
19-Jul-19,,Vinod,5.0 out of 5 stars,Very good phone,Size: 6GB+128GB
17-Aug-19,,Pavan,5.0 out of 5 stars,Awesome phone in great price!!,Size: 8GB+256GB
31-Jul-19,,Amazon Customer,4.0 out of 5 stars,Decent phone but not exceptional.,Size: 6GB+128GB
18-Jun-19,,Naman,5.0 out of 5 stars,Best in class(beast),Size: 6GB+128GB
07-Jun-19,3 people found this helpful,Jamban,5.0 out of 5 stars,Best in class,Size: 6GB+128GB
14-Aug-19,,jimit,5.0 out of 5 stars,Best phone ever,Size: 6GB+128GB
26-Jun-19,,Raj,5.0 out of 5 stars,The beast..!,Size: 6GB+128GB
02-Aug-19,One person found this helpful,Dr Rahul Sharma,5.0 out of 5 stars,Excellent phone,Size: 6GB+128GB
19-Jun-19,One person found this helpful,Abir Joshi,2.0 out of 5 stars,Not good camera,Size: 8GB+256GB
27-Jul-19,,Amazoncustomer,5.0 out of 5 stars,Mind-blowing device ... 😃😃😃,Size: 8GB+256GB
11-Jun-19,,Amazon Customer,2.0 out of 5 stars,Wrost phone for camera,Size: 6GB+128GB
07-Aug-19,,Rajdeep Das,4.0 out of 5 stars,Awesome as expected.,Size: 6GB+128GB
18-Aug-19,,ROHIT GUPTA,5.0 out of 5 stars,Little heavy on palms,Size: 6GB+128GB
03-Jul-19,,Chandan,5.0 out of 5 stars,Snappy!,Size: 6GB+128GB
23-Jul-19,,DPS,5.0 out of 5 stars,Flagship beater,Size: 8GB+256GB
16-Jun-19,,Argha Kamal Ghosh,5.0 out of 5 stars,Value for money,Size: 8GB+256GB
24-Jun-19,One person found this helpful,Tukaram D.,5.0 out of 5 stars,Phone is good but no earphone or pods or connector shipped by default,Size: 6GB+128GB
19-Aug-19,,Robin,5.0 out of 5 stars,Awesome Phone,Size: 8GB+256GB
04-Jul-19,,Akshay kumar,5.0 out of 5 stars,Total Beast,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Venkatesh,4.0 out of 5 stars,Good,Size: 8GB+256GB
03-Aug-19,,Brajesh Patidar,4.0 out of 5 stars,"Very good phone,",Size: 6GB+128GB
03-Aug-19,,Sreejith K.,5.0 out of 5 stars,Unbeatable performance,Size: 6GB+128GB
10-Jun-19,,Raj,5.0 out of 5 stars,Value for Money,Size: 6GB+128GB
08-Jun-19,2 people found this helpful,Nauful rizwan,5.0 out of 5 stars,Mobile is awesome,Size: 6GB+128GB
01-Aug-19,,Anudeep,5.0 out of 5 stars,Top Grade phone,Size: 6GB+128GB
26-Aug-19,,Edmund Biswas,5.0 out of 5 stars,Nice phone.,Size: 6GB+128GB
17-Jul-19,,Anuradha,5.0 out of 5 stars,Worth the money,Size: 6GB+128GB
08-Jun-19,2 people found this helpful,pranav raj ,5.0 out of 5 stars,Great product,Size: 6GB+128GB
22-Aug-19,,sanika,5.0 out of 5 stars,Lovely surprise,Size: 6GB+128GB
12-Jul-19,,Amazon Customer,5.0 out of 5 stars,Good phone,Size: 8GB+256GB
20-Aug-19,,Shankar,4.0 out of 5 stars,Overall Value for the money you pay !!,Size: 6GB+128GB
10-Jun-19,One person found this helpful,ramakant mishra,5.0 out of 5 stars,Excellent,Size: 6GB+128GB
17-Jul-19,,Roulina G.,5.0 out of 5 stars,Supercool one plus 7.,Size: 6GB+128GB
31-Jul-19,,Manoj KS,5.0 out of 5 stars,Love my OnePlus 7 😍,Size: 6GB+128GB
11-Jun-19,,Aditya Kumbhar,5.0 out of 5 stars,A Great Phone With Great Cameras And Features,Size: 6GB+128GB
07-Jun-19,3 people found this helpful,Vinesh K.,5.0 out of 5 stars,Worth for money,Size: 8GB+256GB
08-Jun-19,,Kevin Joseph,5.0 out of 5 stars,Best phone under 40k.,Size: 6GB+128GB
24-Jun-19,,vinay,3.0 out of 5 stars,I got defective device and pixel is dead on the display,Size: 6GB+128GB
11-Jun-19,,Anjali Jhawar,5.0 out of 5 stars,Superfast phone,Size: 6GB+128GB
07-Jun-19,2 people found this helpful,Amazon Customer,5.0 out of 5 stars,Loved it,Size: 6GB+128GB
14-Jun-19,,Pavan Kumar,5.0 out of 5 stars,Must purhcase it worth the money,Size: 6GB+128GB
23-Jun-19,,Soumyadeep Chakraborty,5.0 out of 5 stars,One of the best phones in this price range!!,Size: 6GB+128GB
23-Jul-19,,PawAn Baraik,1.0 out of 5 stars,Hanging Issues,Size: 6GB+128GB
22-Aug-19,,Deepak,4.0 out of 5 stars,Good Mobile,Size: 6GB+128GB
12-Aug-19,,Roshan Kumar Singh,5.0 out of 5 stars,One of the best Android phone,Size: 6GB+128GB
12-Jul-19,,Aditya Agrawal,5.0 out of 5 stars,Beats the apple,Size: 6GB+128GB
19-Jun-19,,Tushar Goyal,1.0 out of 5 stars,Phone Hangs a lot,Size: 8GB+256GB
07-Aug-19,,Ram Palla,5.0 out of 5 stars,Poormans flagship,Size: 6GB+128GB
11-Aug-19,,Hansraj,5.0 out of 5 stars,This Is The Real Falgship Device The 'One Plus 7',Size: 6GB+128GB
22-Aug-19,,Vijayakumar Hariharan,5.0 out of 5 stars,Awesome Product,Size: 8GB+256GB
22-Sep-19,,Anand Dadus,5.0 out of 5 stars,Nice phone but no headphones,Size: 6GB+128GB
09-Jun-19,2 people found this helpful,AG,1.0 out of 5 stars,Broken oneplus7,Size: 6GB+128GB
23-Jul-19,One person found this helpful,Rahul,1.0 out of 5 stars,Fingerprint Reader is not upto the mark,Size: 6GB+128GB
22-Jul-19,,sayantika banerjee,5.0 out of 5 stars,One f d best deal,Size: 6GB+128GB
23-Jul-19,,Akki,5.0 out of 5 stars,Anniversary Gift to Wife,Size: 6GB+128GB
23-Jun-19,2 people found this helpful,Abhinav,4.0 out of 5 stars,Great....but camera performance is not that good,Size: 6GB+128GB
24-Aug-19,One person found this helpful,Basavaraj Shivaputra Umarani,1.0 out of 5 stars,Result of one plus,Size: 6GB+128GB
28-Jul-19,,Xeus Joseph,5.0 out of 5 stars,Worth switching from Samsung,Size: 8GB+256GB
19-Aug-19,,Rahul Sharma,2.0 out of 5 stars,Worst phone by oneplus,Size: 6GB+128GB
14-Jul-19,,Karthik Purohitham,4.0 out of 5 stars,Good Product,Size: 8GB+256GB
20-Jun-19,,Mukul Aggarwal,4.0 out of 5 stars,Good product,Size: 8GB+256GB
27-Jul-19,,Arjun lamba,3.0 out of 5 stars,Disappointed by Oneplus,Size: 6GB+128GB
24-Jul-19,,Shopaholic,5.0 out of 5 stars,Good buy..if you're looking on the other side of Apple and Samsung,Size: 8GB+256GB
08-Jun-19,,Abhigyan Nayak,5.0 out of 5 stars,Great Value for Money,Size: 8GB+256GB
18-Jun-19,One person found this helpful,Pradeepa,3.0 out of 5 stars,Missing accessories like Type-C to 3.5mm adapter and earphones.,Size: 6GB+128GB
11-Aug-19,,Dhaval Rathod,4.0 out of 5 stars,Awesome Experience,Size: 8GB+256GB
24-Jun-19,One person found this helpful,ashish Sharma,4.0 out of 5 stars,Camera in this price segment is not at all good,Size: 6GB+128GB
08-Jul-19,,Aniket Gund,5.0 out of 5 stars,"If you are interested to buy, then just go for it.",Size: 6GB+128GB
04-Jul-19,,Prakesh rk,5.0 out of 5 stars,One plus OP,Size: 6GB+128GB
08-Sep-19,,Amazon Customer,4.0 out of 5 stars,Overall good,Size: 6GB+128GB
18-Jul-19,,Balamurugan,4.0 out of 5 stars,"Camera not fullfill expectations, otherwise good",Size: 8GB+256GB
23-Jun-19,,arjit gandharva,5.0 out of 5 stars,Amazing phone,Size: 6GB+128GB
03-Aug-19,,sony manohar,3.0 out of 5 stars,Very bad service from Amazon customer care executive.,Size: 6GB+128GB
28-Jul-19,,Srinivas Gorur,5.0 out of 5 stars,Bang for the buck,Size: 8GB+256GB
04-Sep-19,,anusha pathak,4.0 out of 5 stars,Defective handset,Size: 6GB+128GB
14-Jun-19,,Amazon Customer,4.0 out of 5 stars,Buy it,Size: 8GB+256GB
31-Aug-19,,Issac Kumar,4.0 out of 5 stars,Good at performance and camera,Size: 8GB+256GB
12-Sep-19,,ayyappa,1.0 out of 5 stars,switching off automatically. waste product from OnePlus,Size: 6GB+128GB
27-Jun-19,,Mayank Sharma,5.0 out of 5 stars,Too good mobile,Size: 8GB+256GB
28-Jul-19,,gaurav kumar vidyarthi,4.0 out of 5 stars,really beyond speed,Size: 8GB+256GB
08-Jun-19,,Amazon Customer,5.0 out of 5 stars,Best buy,Size: 6GB+128GB
12-Jun-19,One person found this helpful,choten,4.0 out of 5 stars,Earphone jack absent,Size: 8GB+256GB
19-Jun-19,,Azmat khan,5.0 out of 5 stars,For the performance lovers.,Size: 6GB+128GB
05-Aug-19,,Ravi Jordan,5.0 out of 5 stars,Great phone which gets most things on point,Size: 6GB+128GB
07-Jun-19,,Sudhanshu,5.0 out of 5 stars,Best Android phone,Size: 6GB+128GB
12-Aug-19,,Vishal Joishy,4.0 out of 5 stars,Overall a good phone.,Size: 6GB+128GB
27-Jul-19,,Swapnil,5.0 out of 5 stars,Best phone available!!!,Size: 6GB+128GB
30-Jun-19,One person found this helpful,DV,5.0 out of 5 stars,"Amazon is pathetic, product is awesome",Size: 6GB+128GB
03-Sep-19,,Mohammed Haneef,5.0 out of 5 stars,"""Never Settle""",Size: 6GB+128GB
21-Jul-19,,Nitesh khanna,5.0 out of 5 stars,👌🏼👌🏼,Size: 6GB+128GB
14-Aug-19,,Steve O,5.0 out of 5 stars,Beast at this price,Size: 8GB+256GB
12-Jun-19,,Amazon Customer,4.0 out of 5 stars,Good experience,Size: 6GB+128GB
30-Jun-19,2 people found this helpful,Rohan,5.0 out of 5 stars,The perfect decision One.,Size: 6GB+128GB
13-Jun-19,,Madhav Bansal,5.0 out of 5 stars,OnePlus 7 review,Size: 6GB+128GB
10-Aug-19,,Pratyush Das,5.0 out of 5 stars,Awesome phone with outstanding features,Size: 8GB+256GB
11-Jun-19,,chem pul,4.0 out of 5 stars,Value for money,Size: 6GB+128GB
14-Aug-19,,As_it_is,5.0 out of 5 stars,Don't hesitate yaar... It's OnePlus,Size: 8GB+256GB
07-Jun-19,One person found this helpful,abhijit,5.0 out of 5 stars,Very good one plus 7,Size: 6GB+128GB
08-Jun-19,,Gaurav Sharma,5.0 out of 5 stars,Awesome sound quality and speed,Size: 6GB+128GB
07-Jun-19,,uddesh k.,5.0 out of 5 stars,KILLER🔥🔥,Size: 8GB+256GB
16-Jul-19,,RAJESH KUMAR,5.0 out of 5 stars,reviewing after 1 month of use,Size: 6GB+128GB
17-Jul-19,,Amazon Customer,2.0 out of 5 stars,Slowness in very first month of use,Size: 8GB+256GB
27-Jun-19,,Vivekanand V,5.0 out of 5 stars,Great value than Pro,Size: 6GB+128GB
16-Jul-19,One person found this helpful,Hasib alam,1.0 out of 5 stars,HANGING PROBLEM.SCROLING PROBLEM WHICH NEVER SOLVED,Size: 6GB+128GB
19-Jul-19,,amulya,4.0 out of 5 stars,I want to replace it with other phone pls reach me,Size: 8GB+256GB
25-Aug-19,,Sandip Karmakar,4.0 out of 5 stars,OnePlus 7 Review,Size: 6GB+128GB
22-Jul-19,,NIcky Rock R,5.0 out of 5 stars,Amazing phone...But,Size: 6GB+128GB
03-Jul-19,,Harikrishnan,5.0 out of 5 stars,Superb phone from oneplus,Size: 6GB+128GB
13-Jul-19,,Ravindra Kumar Dhingra,4.0 out of 5 stars,Good product,Size: 6GB+128GB
15-Aug-19,,vishnu,5.0 out of 5 stars,WORTH FOR MONEY,Size: 6GB+128GB
25-Jun-19,One person found this helpful,Ankur,5.0 out of 5 stars,Best Product,Size: 6GB+128GB
31-Aug-19,,Abdul Qaddir khan,5.0 out of 5 stars,Best for Pubg,Size: 6GB+128GB
15-Jun-19,,t2,5.0 out of 5 stars,OnePlus fan,Size: 8GB+256GB
13-Aug-19,,Rahulraj,5.0 out of 5 stars,Pure raw performance and clean ui,Size: 8GB+256GB
21-Aug-19,,shreeram chaudhari,5.0 out of 5 stars,Best product at best price,Size: 6GB+128GB
27-Jul-19,One person found this helpful,Amazon Customer,5.0 out of 5 stars,Always love one plus,Size: 8GB+256GB
24-Jun-19,,VIKAS TIWARI,5.0 out of 5 stars,One plus 7,Size: 6GB+128GB
09-Jun-19,,Value.Buyer,5.0 out of 5 stars,Best Economic Premium Phone,Size: 6GB+128GB
19-Jun-19,One person found this helpful,swapna,4.0 out of 5 stars,Pocket mode,Size: 6GB+128GB
09-Jun-19,,Lavanya,4.0 out of 5 stars,OnePlus 7 Review,Size: 8GB+256GB
04-Jul-19,,Manish Choudhary,5.0 out of 5 stars,It's 1+,Size: 6GB+128GB
20-Jul-19,,monica,1.0 out of 5 stars,Worst experience with one plus,Size: 6GB+128GB
13-Jun-19,One person found this helpful,Shubhi,5.0 out of 5 stars,Excellent,Size: 6GB+128GB
20-Jun-19,,Amazon Customer,5.0 out of 5 stars,Satisfied,Size: 6GB+128GB
25-Jul-19,,Chandramouli Hegde,5.0 out of 5 stars,Still the Flagship Killer without a doubt!,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Ravi,5.0 out of 5 stars,Problem when in a call,Size: 6GB+128GB
10-Sep-19,,Amazon Customer,4.0 out of 5 stars,Found a blue light on screen,Size: 6GB+128GB
25-Jun-19,,Starksammy,5.0 out of 5 stars,One plus 7 Performance packed,Size: 8GB+256GB
07-Jun-19,,Sohaib Ali,5.0 out of 5 stars,Best phone recommend at this budget,Size: 6GB+128GB
12-Jun-19,,Janaiah Putta,3.0 out of 5 stars,Camera pixel 48MP or 8MP?,Size: 8GB+256GB
14-Sep-19,,Amazon Customer,5.0 out of 5 stars,Worthy deal😊,Size: 6GB+128GB
29-Jun-19,,Sri,5.0 out of 5 stars,OnePlus has made it again !!,Size: 6GB+128GB
08-Jun-19,,sudhir Chaudhary,5.0 out of 5 stars,Should purchase if want to have a premium handset at good price.,Size: 6GB+128GB
05-Sep-19,,achu,4.0 out of 5 stars,"Very good phone, battery camera speed are top notch",Size: 8GB+256GB
08-Jun-19,,Amazon Customer,5.0 out of 5 stars,My first OnePlus smartphone,Size: 6GB+128GB
18-Sep-19,,Akshay Manchanda,4.0 out of 5 stars,Excellent phone. OS could be better.,Size: 8GB+256GB
19-Aug-19,,Amazon Customer,4.0 out of 5 stars,Phone got factory reset automatically,Size: 6GB+128GB
19-Jul-19,,Teja Mihir,5.0 out of 5 stars,This is all you need.,Size: 6GB+128GB
16-Jul-19,One person found this helpful,Customer,5.0 out of 5 stars,One great mobile,Size: 6GB+128GB
29-Jul-19,,Prateek Joshi,5.0 out of 5 stars,Pure-Play Android experience,Size: 6GB+128GB
13-Aug-19,,vanendra reddy,5.0 out of 5 stars,Oneplus 7,Size: 6GB+128GB
10-Jun-19,,Kalash Mundada,5.0 out of 5 stars,Great Phone. Camera is not very good.,Size: 6GB+128GB
09-Sep-19,,MALLIKA,4.0 out of 5 stars,One of the best android,Size: 6GB+128GB
02-Aug-19,,Sonu Gill,5.0 out of 5 stars,One of the best in budget,Size: 6GB+128GB
27-Jun-19,One person found this helpful,Ankit ,5.0 out of 5 stars,Value for Money,Size: 6GB+128GB
07-Sep-19,,santimoy jana,5.0 out of 5 stars,It's insanely fast ...,Size: 8GB+256GB
11-Jul-19,,KIRAN 1PLUS7,3.0 out of 5 stars,"Camera clarity is reduced, picture quality.",Size: 6GB+128GB
16-Aug-19,,Jaimik,3.0 out of 5 stars,Be careful when using NoCostEMI option,Size: 6GB+128GB
27-Jun-19,,Amazon Customer,1.0 out of 5 stars,Waste of money,Size: 6GB+128GB
15-Jun-19,,Dinesh ramkumar,5.0 out of 5 stars,Go for it,Size: 6GB+128GB
11-Sep-19,,rahul,4.0 out of 5 stars,very good phone but not need some improvement..,Size: 6GB+128GB
22-Jul-19,One person found this helpful,Srinivas,5.0 out of 5 stars,Very good phone,Size: 8GB+256GB
08-Jun-19,,Sourav jha,5.0 out of 5 stars,Amazing.,Size: 6GB+128GB
08-Aug-19,,Starmech Inc.,2.0 out of 5 stars,Very bad,Size: 8GB+256GB
09-Jun-19,,Amazon Customer,5.0 out of 5 stars,Go for It,Size: 8GB+256GB
01-Aug-19,,Aniket Shinde,4.0 out of 5 stars,Worth the cost,Size: 6GB+128GB
12-Jun-19,,Krishan H.,5.0 out of 5 stars,No one better than 1+,Size: 6GB+128GB
27-Jul-19,,Ashish Kulkarni,1.0 out of 5 stars,Disappointed,Size: 8GB+256GB
05-Aug-19,,Rebecca,4.0 out of 5 stars,Worth the price,Size: 8GB+256GB
12-Jul-19,,Sunny Sharma,5.0 out of 5 stars,Best in class,Size: 6GB+128GB
22-Jun-19,,RaghupathiReddy,3.0 out of 5 stars,Not satisfied,Size: 8GB+256GB
12-Jun-19,One person found this helpful,aniv shandilya,5.0 out of 5 stars,Missed !Audio Jack connector,Size: 6GB+128GB
17-Jun-19,,Rajha,5.0 out of 5 stars,Intuitive UI,Size: 8GB+256GB
10-Jun-19,,Bhuban sahu,5.0 out of 5 stars,Slightly late on fingerprint scanning and camera is just ok not best,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Avinash Chaplot,5.0 out of 5 stars,Awesome mobile,Size: 6GB+128GB
12-Jun-19,2 people found this helpful,Sunita choudhary ,5.0 out of 5 stars,Thanks oneplus,Size: 6GB+128GB
21-Jun-19,One person found this helpful,Balvir,5.0 out of 5 stars,no downsides,Size: 6GB+128GB
04-Jul-19,,Akula Eswararao,5.0 out of 5 stars,Mind Blowing.,Size: 6GB+128GB
20-Jul-19,,Narendra,4.0 out of 5 stars,Pretty awesome,Size: 6GB+128GB
12-Aug-19,,Vivek Gawhande,4.0 out of 5 stars,A Seamless Experience.,Size: 8GB+256GB
31-Jul-19,,Nishant Bhati,5.0 out of 5 stars,Buy it! Don't hesitate,Size: 6GB+128GB
30-Jul-19,,Amazon Customer,5.0 out of 5 stars,Disappointed with camera pictures quality,Size: 6GB+128GB
06-Jul-19,,Arjunswe,3.0 out of 5 stars,Gyroscope not working,Size: 6GB+128GB
11-Jul-19,,Tushar ,1.0 out of 5 stars,Don't buy,Size: 8GB+256GB
01-Jul-19,,Amazon Customer,4.0 out of 5 stars,Overall good.. type c connector is missing in the box,Size: 6GB+128GB
18-Aug-19,,Prajwal Nakade,5.0 out of 5 stars,Awesome performance and Awesome Phone,Size: 6GB+128GB
22-Jul-19,One person found this helpful,karthik,5.0 out of 5 stars,OnePlus 7 never settle with speed,Size: 8GB+256GB
10-Jul-19,2 people found this helpful,tarun bathla ,1.0 out of 5 stars,"System is getting hang ,",Size: 6GB+128GB
25-Jun-19,,Nikhil Moolchandani,5.0 out of 5 stars,COULDN'T GET ANY BETTER,Size: 6GB+128GB
10-Jun-19,,Amazon Customer,5.0 out of 5 stars,Poor battery performance!!!,Size: 6GB+128GB
24-Aug-19,,VM06,3.0 out of 5 stars,OnePlus 7 is okay w.r.t. expectations,Size: 6GB+128GB
19-Jun-19,,Amazon Customer,5.0 out of 5 stars,Superb,Size: 6GB+128GB
25-Jul-19,,sharanappa karadi,4.0 out of 5 stars,Overall best.,Size: 6GB+128GB
23-Jul-19,,Piyush,5.0 out of 5 stars,Always wanted one,Size: 6GB+128GB
06-Jul-19,One person found this helpful,mateen,4.0 out of 5 stars,Nice product,Size: 6GB+128GB
30-Jun-19,One person found this helpful,Ravi ,5.0 out of 5 stars,Go for it..,Size: 6GB+128GB
31-Jul-19,,Amazon Customer,4.0 out of 5 stars,Worth the money,Size: 6GB+128GB
05-Aug-19,,Arif S.,5.0 out of 5 stars,Nice Experience,Size: 8GB+256GB
11-Sep-19,,Sanjay,1.0 out of 5 stars,Not A Brand New Phone,Size: 6GB+128GB
11-Jun-19,,Manjunatha,5.0 out of 5 stars,Love OnePlus 7,Size: 6GB+128GB
08-Jun-19,,Prashanth,5.0 out of 5 stars,Worst delivery,Size: 6GB+128GB
11-Jun-19,One person found this helpful,trinayan,5.0 out of 5 stars,Below average low light camera,Size: 6GB+128GB
13-Jun-19,,Amazon Customer,2.0 out of 5 stars,Buy it and you will regret because of poor camera quality.,Size: 6GB+128GB
04-Jul-19,,Kk,5.0 out of 5 stars,Value for money,Size: 8GB+256GB
23-Jul-19,,Shashi Sharma,3.0 out of 5 stars,No one wants to take new phone at service center,Size: 6GB+128GB
27-Jul-19,,Amazon Customer,5.0 out of 5 stars,a true flagship killer...,Size: 6GB+128GB
21-Jun-19,,Naved Rana,1.0 out of 5 stars,Camera quality very very bad,Size: 6GB+128GB
27-Jul-19,,Amazon Customer,4.0 out of 5 stars,Considerably good value for the money but needs some improvements,Size: 6GB+128GB
02-Jul-19,,Anish,5.0 out of 5 stars,Loved it. Highly recommended!,Size: 6GB+128GB
11-Jun-19,,Dr.hemalata,5.0 out of 5 stars,One plus 7 red,Size: 8GB+256GB
09-Aug-19,,BD,3.0 out of 5 stars,Not very satisfied one plus 7,Size: 8GB+256GB
03-Aug-19,,Naveen,4.0 out of 5 stars,YouTube Stuck..,Size: 8GB+256GB
12-Jun-19,,Chaithanya,5.0 out of 5 stars,Best phone at budget price,Size: 6GB+128GB
08-Jun-19,,Kedar Malwadkar,4.0 out of 5 stars,Slick and smooth,Size: 6GB+128GB
19-Aug-19,,Asrar,4.0 out of 5 stars,Software need to improve.,Size: 6GB+128GB
02-Aug-19,,Manthan,4.0 out of 5 stars,Better than other phones at this price.,Size: 6GB+128GB
09-Jun-19,,Amazon Customer,3.0 out of 5 stars,Good but not the best !,Size: 6GB+128GB
16-Jun-19,One person found this helpful,Niveditha Dinakar,3.0 out of 5 stars,Camera Quality,Size: 8GB+256GB
19-Jul-19,,Rajat Kumar,5.0 out of 5 stars,Totally awesome..,Size: 6GB+128GB
13-Jul-19,,Sathish,4.0 out of 5 stars,Too fast to use....amazing performance..,Size: 6GB+128GB
13-Jun-19,,pakalapati.venkateswarao,3.0 out of 5 stars,Good and best smort phone but camera not clear pictures,Size: 8GB+256GB
23-Jun-19,,R Khan,4.0 out of 5 stars,Okay okay,Size: 8GB+256GB
14-Jul-19,,Amazon Customer,5.0 out of 5 stars,"Smooth performance, if OnePlus had added the 3.5mm jack to the 7 then it should be great/unbeatable.",Size: 8GB+256GB
