date,helpful,name,rating,review,size
21-Jul-19,,Alfia Shaikh,5.0 out of 5 stars,Need price drop,Size: 6GB+128GB
17-Jul-19,,akash bose,5.0 out of 5 stars,Best phone,Size: 6GB+128GB
24-Jul-19,,Naveen Gowda,5.0 out of 5 stars,Awesome,Size: 8GB+256GB
06-Aug-19,,Kd,5.0 out of 5 stars,Review,Size: 6GB+128GB
21-Jun-19,,Amazon Customer,5.0 out of 5 stars,Don't think to much..... Go for it.,Size: 6GB+128GB
20-Jun-19,,Vishal Anand,5.0 out of 5 stars,Loving it,Size: 8GB+256GB
15-Jul-19,,shreyash,5.0 out of 5 stars,Powerful machine,Size: 6GB+128GB
27-Jun-19,,Dheeraj,5.0 out of 5 stars,Awesome and Good Budget Mobile,Size: 6GB+128GB
12-Aug-19,,Amazon Customer,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
21-Jul-19,,saurav,3.0 out of 5 stars,48 mp camera is only for name..,Size: 6GB+128GB
24-Aug-19,,Naresh,5.0 out of 5 stars,Go for it,Size: 6GB+128GB
31-Jul-19,,Roshan,5.0 out of 5 stars,Awesome!!!!,Size: 6GB+128GB
17-Aug-19,,HarshRaval,5.0 out of 5 stars,value for money,Size: 8GB+256GB
02-Sep-19,,babji,5.0 out of 5 stars,Nice mobile,Size: 6GB+128GB
12-Sep-19,,Amazon Customer,5.0 out of 5 stars,Great,Size: 6GB+128GB
12-Sep-19,,Atheequr Rahman,2.0 out of 5 stars,Awesome,Size: 8GB+256GB
24-Jul-19,,Mark,5.0 out of 5 stars,Massu(extremely awesome),Size: 8GB+256GB
14-Jul-19,,Shilpa,5.0 out of 5 stars,5 star performance by Oneplus 7,Size: 6GB+128GB
24-Jul-19,,Harshal bhosale,5.0 out of 5 stars,Quality product,Size: 6GB+128GB
16-Aug-19,,karthik rao,5.0 out of 5 stars,Amazing,Size: 6GB+128GB
05-Aug-19,,Madhuparna,5.0 out of 5 stars,Awesome mobile with best features,Size: 6GB+128GB
07-Jun-19,,Meet Patel,5.0 out of 5 stars,Awesome 😍,Size: 8GB+256GB
08-Jul-19,,Meet,5.0 out of 5 stars,One of the best phones ive used ever,Size: 6GB+128GB
29-Jul-19,,Anitha.N,4.0 out of 5 stars,Good camera smart phone.,Size: 6GB+128GB
12-Sep-19,,Abdul rahman,4.0 out of 5 stars,Good,Size: 6GB+128GB
02-Sep-19,,IMRAN,5.0 out of 5 stars,Best ever.....,Size: 8GB+256GB
22-Jul-19,,Kalpajeet,5.0 out of 5 stars,Good phone,Size: 8GB+256GB
07-Sep-19,,Amazon Customer,5.0 out of 5 stars,Awesome OnePlus,Size: 6GB+128GB
20-Jul-19,,Ninad Behere,5.0 out of 5 stars,Superb phone!,Size: 6GB+128GB
16-Jun-19,,Sachin Agrawal,5.0 out of 5 stars,Very fast phone with a decent camera and long-lasting battery,Size: 6GB+128GB
14-Sep-19,,Saket Jha,5.0 out of 5 stars,Excellent,Size: 6GB+128GB
12-Aug-19,,Amazon Customer,1.0 out of 5 stars,Didn't expected dis from one plus 7,Size: 6GB+128GB
16-Aug-19,,Rajdeep  jirwankar,5.0 out of 5 stars,Phone,Size: 6GB+128GB
10-Jun-19,,Rashid,5.0 out of 5 stars,Awesome phone,Size: 6GB+128GB
17-Jul-19,,Santosh Kumar S V,5.0 out of 5 stars,Amazing phone amazing quality,Size: 8GB+256GB
15-Jun-19,,Prashant Govindbhai Patel,5.0 out of 5 stars,Very nice,Size: 8GB+256GB
22-Jun-19,One person found this helpful,Vinodh,5.0 out of 5 stars,BEST BUY,Size: 6GB+128GB
04-Aug-19,,Radhey Raman Srivastav,5.0 out of 5 stars,Touch screen,Size: 6GB+128GB
28-Jul-19,,Amazon Customer,5.0 out of 5 stars,Nice product,Size: 6GB+128GB
22-Jul-19,,Nisarg patel ,5.0 out of 5 stars,Good phone,Size: 6GB+128GB
08-Jun-19,,vimanshu pandey,5.0 out of 5 stars,Nice phone by one plus,Size: 6GB+128GB
02-Aug-19,,vikas malhotra,5.0 out of 5 stars,Oneplus7,Size: 6GB+128GB
07-Jul-19,,Sushant bapurao Jogdande ,5.0 out of 5 stars,Nice handset,Size: 6GB+128GB
22-Aug-19,,Amazon Customer,5.0 out of 5 stars,Gaming phone,Size: 8GB+256GB
20-Jul-19,,Amazon Customer,4.0 out of 5 stars,Not working well,Size: 6GB+128GB
17-Aug-19,,virendrasinh gohil,5.0 out of 5 stars,Superb phone,Size: 6GB+128GB
22-Aug-19,,Deepak Kumar Dash,5.0 out of 5 stars,One Plus suprb,Size: 6GB+128GB
17-Jul-19,,Thirumalai G,5.0 out of 5 stars,Never Settle,Size: 6GB+128GB
08-Jul-19,,Ajinkya Dahale,5.0 out of 5 stars,Worthy phone to buy!!,Size: 6GB+128GB
21-Sep-19,,Shop-o-grapher,3.0 out of 5 stars,Can be called worth money but not much attractive,Size: 6GB+128GB
18-Jul-19,,Vimal Ratra,5.0 out of 5 stars,One+7- The phone for all purposes.,Size: 6GB+128GB
03-Aug-19,,aMIT KUmAwaT,5.0 out of 5 stars,My Best Phone Ever 😍,Size: 6GB+128GB
06-Jul-19,,prasad,4.0 out of 5 stars,Nice device,Size: 6GB+128GB
29-Jul-19,,Manjunatha Reddy Anthapu,5.0 out of 5 stars,Superb,Size: 6GB+128GB
13-Aug-19,,K.IMRANBASHA,4.0 out of 5 stars,Awesome,Size: 6GB+128GB
27-Jul-19,,bhavik,5.0 out of 5 stars,Best one plus,Size: 6GB+128GB
08-Jun-19,,Amazon Customer,5.0 out of 5 stars,Nice one,Size: 6GB+128GB
13-Aug-19,,sahil,5.0 out of 5 stars,Loved it,Size: 6GB+128GB
12-Aug-19,,Sourabh Biswas,5.0 out of 5 stars,Nice phone worth buying a phone @ Rs 30 k range with all features.,Size: 6GB+128GB
27-Jul-19,,Amazon Customer,5.0 out of 5 stars,Red Means life.,Size: 8GB+256GB
10-Jul-19,,Kamlesh,4.0 out of 5 stars,Good,Size: 8GB+256GB
01-Aug-19,,dr.anil yadav,5.0 out of 5 stars,Excellent....superb,Size: 6GB+128GB
20-Jul-19,,Ajeet,5.0 out of 5 stars,Good,Size: 8GB+256GB
14-Aug-19,,Muneeb Rehman,5.0 out of 5 stars,ShotOnOnePlus,Size: 6GB+128GB
06-Sep-19,,Amazon Customer,5.0 out of 5 stars,Awesome 👍,Size: 6GB+128GB
28-Jul-19,,zenith,5.0 out of 5 stars,Good,Size: 6GB+128GB
31-Jul-19,,Raju,4.0 out of 5 stars,Speaker problem,Size: 6GB+128GB
25-Jul-19,,jibinfrancis,5.0 out of 5 stars,Good,Size: 6GB+128GB
12-Aug-19,,Aman Rajmalani,5.0 out of 5 stars,Best phone of 2019,Size: 6GB+128GB
21-Aug-19,,Amazon Customer,5.0 out of 5 stars,Best mobile,Size: 8GB+256GB
20-Jul-19,,Ashish Gaikwad ,4.0 out of 5 stars,Nice phone,Size: 6GB+128GB
13-Jul-19,,Sagnic Tarat,4.0 out of 5 stars,Worth it,Size: 6GB+128GB
31-Jul-19,,Harish,4.0 out of 5 stars,Oneplus 7,Size: 6GB+128GB
17-Sep-19,One person found this helpful,Sharad sharma,5.0 out of 5 stars,Super.my favourite phone.,Size: 8GB+256GB
20-Aug-19,,Ankur M.,2.0 out of 5 stars,Disappointed,Size: 6GB+128GB
21-Aug-19,,gagan kalra,4.0 out of 5 stars,Good phone,Size: 6GB+128GB
20-Jul-19,,Joshua,5.0 out of 5 stars,Worth the money.,Size: 6GB+128GB
19-Aug-19,,nagarjuna,5.0 out of 5 stars,superb phone with all features,Size: 6GB+128GB
10-Sep-19,,bhuvan,4.0 out of 5 stars,Fairly priced phone,Size: 6GB+128GB
16-Jul-19,,Sivanantham Padikkasu,4.0 out of 5 stars,Worth a Price,Size: 6GB+128GB
24-Jun-19,,govind singh,5.0 out of 5 stars,Just close your eyes and buy it,Size: 6GB+128GB
20-Jul-19,,rakesh kumar,5.0 out of 5 stars,Awesome 😊👍,Size: 8GB+256GB
13-Jun-19,,Prajay,5.0 out of 5 stars,Budget Premium phone,Size: 6GB+128GB
14-Jul-19,,Adnan Ahmad,5.0 out of 5 stars,Great value for money.,Size: 6GB+128GB
26-Aug-19,,sudhan walke,5.0 out of 5 stars,Go for one plus 7,Size: 6GB+128GB
22-Aug-19,,Amazon Customer,4.0 out of 5 stars,Nice buy,Size: 6GB+128GB
09-Jun-19,,Preya,5.0 out of 5 stars,Thanks Giving!,Size: 6GB+128GB
22-Aug-19,,vivek singh,5.0 out of 5 stars,Value for money,Size: 6GB+128GB
11-Aug-19,,Gaurav K Patel,5.0 out of 5 stars,Oneplus 💯,Size: 6GB+128GB
29-Jul-19,,Amazon Customer,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
09-Aug-19,,kishan Singh,4.0 out of 5 stars,NYC product,Size: 6GB+128GB
04-Aug-19,,Bharat Shirke,4.0 out of 5 stars,"Awesome Phone. Well Balance of technology, affordability, user experience and future proof",Size: 6GB+128GB
29-Jul-19,,Amazon Customer,4.0 out of 5 stars,Good quality,Size: 6GB+128GB
19-Jul-19,,Umang D Rathod,4.0 out of 5 stars,Fingerprint reader,Size: 6GB+128GB
13-Jun-19,,vivek soi,3.0 out of 5 stars,Not Happy with Oneplus 7,Size: 6GB+128GB
11-Jun-19,,Rahul D,5.0 out of 5 stars,Budget beast,Size: 8GB+256GB
26-Jun-19,,Appu Satani ,5.0 out of 5 stars,A true Flagship,Size: 6GB+128GB
09-Sep-19,,swaroop,4.0 out of 5 stars,Good one,Size: 8GB+256GB
15-Jul-19,,Prashanth,5.0 out of 5 stars,Super,Size: 6GB+128GB
17-Aug-19,,Ahad hafeez,5.0 out of 5 stars,Perfect buy,Size: 8GB+256GB
22-Jul-19,,Uj,4.0 out of 5 stars,Nice one,Size: 6GB+128GB
03-Sep-19,,Sharad Dureha,5.0 out of 5 stars,Excellent product,Size: 6GB+128GB
20-Jul-19,,jaimon,5.0 out of 5 stars,Good,Size: 6GB+128GB
12-Jul-19,,Shankar A Sai,5.0 out of 5 stars,Good,Size: 8GB+256GB
07-Aug-19,,Gopala Krishna,5.0 out of 5 stars,Top class product,Size: 6GB+128GB
27-Jul-19,,Krishnakumar.k.k,4.0 out of 5 stars,It is a good value for money phone.,Size: 6GB+128GB
19-Jun-19,,Hitesh Patel,5.0 out of 5 stars,Good quality product at first sight,Size: 8GB+256GB
20-Aug-19,,srinath,5.0 out of 5 stars,Small bug,Size: 6GB+128GB
11-Jul-19,,Arunkumar,3.0 out of 5 stars,Choose another flagship killer,Size: 6GB+128GB
08-Jun-19,,Shravan Prasanna R,5.0 out of 5 stars,Dolby 💣,Size: 6GB+128GB
17-Aug-19,,Mayank Kumar,5.0 out of 5 stars,Superb,Size: 8GB+256GB
21-Jun-19,,Deepak,5.0 out of 5 stars,Beast,Size: 6GB+128GB
14-Jul-19,,Ron,4.0 out of 5 stars,Decent,Size: 6GB+128GB
26-Jul-19,,Anil Yadav,5.0 out of 5 stars,Go for it,Size: 6GB+128GB
28-Jul-19,,R  P shahi,5.0 out of 5 stars,Super dooper mobile,Size: 6GB+128GB
15-Jun-19,One person found this helpful,Prithiraj B.,5.0 out of 5 stars,Awesome,Size: 8GB+256GB
25-Jul-19,,Rodricks George,5.0 out of 5 stars,Worth purchasing,Size: 8GB+256GB
29-Aug-19,,Siddhi Kulkarni,5.0 out of 5 stars,GO FOR IT,Size: 8GB+256GB
17-Aug-19,,Soham ahuja,4.0 out of 5 stars,Crash,Size: 6GB+128GB
05-Aug-19,,venkatesh ,5.0 out of 5 stars,Best phone 😍,Size: 6GB+128GB
06-Jul-19,,Amazon Customer,5.0 out of 5 stars,Satisfied,Size: 8GB+256GB
07-Jun-19,,Amazon Customer,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
20-Jun-19,,Anubhav,5.0 out of 5 stars,Amazing !!!!,Size: 6GB+128GB
29-Aug-19,,jibin,5.0 out of 5 stars,Excellent phone,Size: 6GB+128GB
04-Sep-19,One person found this helpful,Amazon Customer,5.0 out of 5 stars,💜,Size: 6GB+128GB
11-Jul-19,,Surya Kant,5.0 out of 5 stars,Sound Quality,Size: 6GB+128GB
05-Aug-19,,Amazon Customer,5.0 out of 5 stars,Good,Size: 6GB+128GB
21-Jul-19,,Amazon Customer,5.0 out of 5 stars,"Best phone, best for pubg gaming",Size: 6GB+128GB
14-Jul-19,,Manohar,5.0 out of 5 stars,Great performance,Size: 6GB+128GB
24-Jul-19,,LathaShankarNarayanan,5.0 out of 5 stars,Good buy,Size: 6GB+128GB
19-Sep-19,,Amazon Customer,1.0 out of 5 stars,Disappointed and cheated,Size: 8GB+256GB
08-Jun-19,,Maheep soni,5.0 out of 5 stars,BEST BEAST,Size: 6GB+128GB
11-Sep-19,,Amardeep Verma,5.0 out of 5 stars,Camera and Speed,Size: 8GB+256GB
28-Jul-19,,Mohammad Junaid,5.0 out of 5 stars,Best phone in this segment,Size: 8GB+256GB
08-Jul-19,,Karthikeyan,1.0 out of 5 stars,Not worth for money,Size: 6GB+128GB
15-Jul-19,,Satish Patel,4.0 out of 5 stars,Very good but not excellent,Size: 6GB+128GB
14-Aug-19,,Amit Jain,5.0 out of 5 stars,Best Buy,Size: 6GB+128GB
29-Jul-19,,Mohamed sabibullah.L,5.0 out of 5 stars,Best product to buy,Size: 6GB+128GB
02-Aug-19,,Sucila,5.0 out of 5 stars,Very good quality models,Size: 8GB+256GB
24-Jul-19,,Shamant,5.0 out of 5 stars,Loving it,Size: 6GB+128GB
24-Aug-19,,Raj,5.0 out of 5 stars,Awesome Mobile Phone,Size: 8GB+256GB
18-Jun-19,,Reshma,5.0 out of 5 stars,"Super fast,super smooth,jst love it",Size: 6GB+128GB
16-Aug-19,,Jyoti s.,4.0 out of 5 stars,Overall good experience,Size: 8GB+256GB
17-Aug-19,,SAMPATH CHOWDARY TUMULURI,5.0 out of 5 stars,Good,Size: 6GB+128GB
27-Jul-19,,Surendra Singh Sodha,5.0 out of 5 stars,One plus 7 great phone,Size: 6GB+128GB
09-Sep-19,,Uday kumar,4.0 out of 5 stars,Best mobile,Size: 6GB+128GB
21-Aug-19,,Viren46,5.0 out of 5 stars,Great service,Size: 8GB+256GB
31-Aug-19,,Dr Vijaykumar Rambhau Salkute,5.0 out of 5 stars,Good phone,Size: 8GB+256GB
17-Jul-19,,Vaibhav S.,5.0 out of 5 stars,One plus 7 review.,Size: 6GB+128GB
13-Jul-19,,Rishabh singla,5.0 out of 5 stars,Best phone within this range,Size: 6GB+128GB
12-Aug-19,,Utsabananda Mahanta,4.0 out of 5 stars,Overall it is good.,Size: 6GB+128GB
14-Jul-19,,Tejaswini Shetty,4.0 out of 5 stars,Speaker,Size: 6GB+128GB
14-Aug-19,,Ravinder,4.0 out of 5 stars,You can go forr it,Size: 6GB+128GB
21-Aug-19,,Harish Singh ,3.0 out of 5 stars,Product is not as expected,Size: 6GB+128GB
12-Sep-19,,Amrit S.,5.0 out of 5 stars,Budget flagship killer,Size: 6GB+128GB
08-Sep-19,,Abhijeet,5.0 out of 5 stars,Value for money,Size: 6GB+128GB
08-Jun-19,,darshan ghadi,5.0 out of 5 stars,Great mobile,Size: 6GB+128GB
15-Aug-19,,Amazon Customer,5.0 out of 5 stars,Speed,Size: 6GB+128GB
17-Aug-19,,Sanjay Kumar Panda,5.0 out of 5 stars,Bestest phone ever...,Size: 6GB+128GB
01-Aug-19,,Deepak ,4.0 out of 5 stars,Phone is just amazing,Size: 6GB+128GB
06-Jul-19,,Vivek Munjapara,5.0 out of 5 stars,No comparison in Android family.,Size: 6GB+128GB
19-Sep-19,,imtiyaj,5.0 out of 5 stars,Better option for this price,Size: 6GB+128GB
14-Aug-19,,ArunRajkumar,5.0 out of 5 stars,One plus infinity,Size: 8GB+256GB
29-Jul-19,,Amazon Customer,1.0 out of 5 stars,I didn't liked it,Size: 8GB+256GB
17-Jul-19,,Sudharshan Alva,4.0 out of 5 stars,Worth a buy so far,Size: 8GB+256GB
18-Aug-19,,Dushyant,4.0 out of 5 stars,Good phone at Reasonable price 👍,Size: 6GB+128GB
06-Aug-19,,parveen pandit G,5.0 out of 5 stars,Awesome phone,Size: 6GB+128GB
20-Jun-19,,Ajay,5.0 out of 5 stars,Overall ok,Size: 6GB+128GB
13-Sep-19,,Amazon Customer,4.0 out of 5 stars,Overhall good experience for me.,Size: 6GB+128GB
21-Aug-19,,Mounika,4.0 out of 5 stars,Battery,Size: 6GB+128GB
21-Jun-19,,Kartik Bandi,5.0 out of 5 stars,Best Android phone of the year,Size: 6GB+128GB
13-Aug-19,,Anuj Sharma,5.0 out of 5 stars,One Plus Life,Size: 6GB+128GB
31-Jul-19,,Veenu,5.0 out of 5 stars,Excellent,Size: 6GB+128GB
13-Sep-19,,Pallavi,5.0 out of 5 stars,Good we Bought in freedom offer,Size: 8GB+256GB
04-Sep-19,,Shubham,5.0 out of 5 stars,Beast,Size: 8GB+256GB
01-Sep-19,,neha batra,3.0 out of 5 stars,Manufacturing defect,Size: 6GB+128GB
22-Aug-19,,Amazon Customer,5.0 out of 5 stars,Loved it,Size: 6GB+128GB
04-Sep-19,,Amazon Customer,5.0 out of 5 stars,One plus 7,Size: 8GB+256GB
01-Sep-19,,gireesh kumar,5.0 out of 5 stars,One of the best phone,Size: 8GB+256GB
22-Jul-19,,satya p.,5.0 out of 5 stars,Best in the market,Size: 8GB+256GB
21-Jul-19,,Akshat Gupta,5.0 out of 5 stars,One plus is always one plus,Size: 6GB+128GB
18-Jul-19,,mayank shivhare,5.0 out of 5 stars,One plus truly king,Size: 8GB+256GB
14-Aug-19,One person found this helpful,Manjunath,5.0 out of 5 stars,What about jack for ear headphones,Size: 6GB+128GB
04-Sep-19,,Raman Kumar,5.0 out of 5 stars,I love it one plus 😍,Size: 8GB+256GB
07-Jun-19,,Swagat S.,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
15-Jun-19,,Amazon Customer,5.0 out of 5 stars,Best phone,Size: 6GB+128GB
27-Aug-19,,kavira D'cruz,5.0 out of 5 stars,😍,Size: 6GB+128GB
18-Jul-19,,Musammil A,3.0 out of 5 stars,Battery life not impressive,Size: 6GB+128GB
22-Aug-19,,Ashish Pandey,5.0 out of 5 stars,Bawal,Size: 6GB+128GB
18-Jul-19,,PRATIK MAJUMDAR,5.0 out of 5 stars,Superb !!!,Size: 6GB+128GB
10-Jun-19,,Hawk,5.0 out of 5 stars,Excellent mobile,Size: 6GB+128GB
17-Jul-19,One person found this helpful,Divyam soni,1.0 out of 5 stars,Oneplus worst of a kind,Size: 6GB+128GB
24-Jun-19,,Sunil Choudhary,5.0 out of 5 stars,Amazing piece of technology ever made!,Size: 6GB+128GB
12-Aug-19,,Sanket Sarower,4.0 out of 5 stars,Battery life,Size: 6GB+128GB
23-Jul-19,,Gagan chak,5.0 out of 5 stars,One plus 7,Size: 6GB+128GB
03-Jul-19,,MOHAMMED ISMAIL,5.0 out of 5 stars,Very good,Size: 6GB+128GB
23-Aug-19,,Saurabh Agrawal,4.0 out of 5 stars,Average quality for money,Size: 6GB+128GB
01-Aug-19,One person found this helpful,vishwanath B,5.0 out of 5 stars,4,Size: 6GB+128GB
19-Aug-19,,Rahul Dutta,4.0 out of 5 stars,Superb,Size: 6GB+128GB
20-Aug-19,,Gaurav,5.0 out of 5 stars,Good,Size: 6GB+128GB
09-Jun-19,,Sumanth,5.0 out of 5 stars,Became a fan of Oneplus 😍😎,Size: 6GB+128GB
09-Jul-19,,Yash Gohil,5.0 out of 5 stars,Perfect phone,Size: 6GB+128GB
17-Aug-19,,Neel s.,5.0 out of 5 stars,Worth of money,Size: 6GB+128GB
05-Sep-19,,Pushpendra,5.0 out of 5 stars,Flagship killer,Size: 6GB+128GB
24-Aug-19,,Prashant.N.B,5.0 out of 5 stars,"Go for it , it's worth",Size: 6GB+128GB
03-Sep-19,,Amazon Customer,5.0 out of 5 stars,IAM love in it,Size: 8GB+256GB
09-Jun-19,,Ankushmishra,5.0 out of 5 stars,Nice,Size: 8GB+256GB
03-Aug-19,,Manasvi Shukla,5.0 out of 5 stars,One Plus 7,Size: 6GB+128GB
31-Jul-19,,Amazon Customer,5.0 out of 5 stars,Best budget phone with flagship specifications,Size: 8GB+256GB
04-Aug-19,,M Lokeswara Reddy,4.0 out of 5 stars,Not Bad,Size: 6GB+128GB
13-Aug-19,,Shilpa Tawde,5.0 out of 5 stars,First love,Size: 8GB+256GB
14-Jul-19,,Sushil Kumar,5.0 out of 5 stars,Best dual SIM phone,Size: 6GB+128GB
11-Jul-19,,Manish,5.0 out of 5 stars,Everything in this phone is excellent.,Size: 6GB+128GB
19-Jun-19,,FG,5.0 out of 5 stars,Simply great,Size: 6GB+128GB
20-Aug-19,,Manoj,5.0 out of 5 stars,Superb,Size: 6GB+128GB
12-Aug-19,,Riyaz,5.0 out of 5 stars,Best in the business,Size: 6GB+128GB
12-Aug-19,,chandra prakash gautam,5.0 out of 5 stars,Superb phone,Size: 6GB+128GB
21-Jun-19,,Jithin,4.0 out of 5 stars,Excellent,Size: 6GB+128GB
26-Jul-19,One person found this helpful,Manish,5.0 out of 5 stars,Best,Size: 8GB+256GB
07-Jun-19,,Nitish,4.0 out of 5 stars,Good quality,Size: 6GB+128GB
14-Jul-19,,Manish kumar Jangir,5.0 out of 5 stars,Better premium feel👍👌,Size: 6GB+128GB
19-Aug-19,,jinna,5.0 out of 5 stars,"Excellent , worth its cost",Size: 8GB+256GB
03-Jul-19,,Bharat sharma,5.0 out of 5 stars,No,Size: 6GB+128GB
23-Jul-19,,Nisheeth Srivastava,5.0 out of 5 stars,A good phone with all luxurious features.,Size: 6GB+128GB
13-Jul-19,,Sam7174 ,5.0 out of 5 stars,Best phone in this price range,Size: 6GB+128GB
12-Jun-19,,Pardeep Sharma,5.0 out of 5 stars,Beast,Size: 8GB+256GB
19-Jul-19,,Balaji Chintam,4.0 out of 5 stars,Overall okay,Size: 6GB+128GB
08-Jun-19,,ritesh.,5.0 out of 5 stars,Amazing 👌,Size: 6GB+128GB
20-Sep-19,,GG,1.0 out of 5 stars,Not so impressed,Size: 6GB+128GB
13-Aug-19,,Fairy,3.0 out of 5 stars,Abnormal functions in software,Size: 6GB+128GB
01-Sep-19,,Dr arpana,5.0 out of 5 stars,Must buy,Size: 8GB+256GB
24-Jul-19,,Kabir ,3.0 out of 5 stars,Users interface is not good,Size: 6GB+128GB
24-Jul-19,,Dinesh Dhawan,5.0 out of 5 stars,Best at this range,Size: 6GB+128GB
30-Jul-19,,Amazon Customer,4.0 out of 5 stars,Overall OK,Size: 6GB+128GB
16-Aug-19,,Karthi,5.0 out of 5 stars,Best mobile,Size: 6GB+128GB
26-Jul-19,,Gaurav,5.0 out of 5 stars,Best,Size: 8GB+256GB
20-Jul-19,,Deepika,5.0 out of 5 stars,"Good phone, but could have been 2-3k cheaper.",Size: 6GB+128GB
17-Jul-19,,Aravinth s,5.0 out of 5 stars,Excellent product,Size: 6GB+128GB
03-Jul-19,,Anand Andrews,5.0 out of 5 stars,Amazing,Size: 6GB+128GB
12-Sep-19,,Amazon Customer,1.0 out of 5 stars,Faulty handset,Size: 6GB+128GB
14-Jul-19,,Nalin Mishra,5.0 out of 5 stars,Battery backup not good,Size: 6GB+128GB
14-Jul-19,,Monis,5.0 out of 5 stars,Excellent work OnePlus,Size: 6GB+128GB
17-Aug-19,,Arjun Babu,5.0 out of 5 stars,Good product,Size: 6GB+128GB
26-Jun-19,One person found this helpful,darji sandip,4.0 out of 5 stars,Camera,Size: 6GB+128GB
24-Aug-19,,VINOD,4.0 out of 5 stars,Good,Size: 8GB+256GB
18-Jul-19,,Ananya,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
21-Jul-19,,Ram Yadav,5.0 out of 5 stars,Everything is best,Size: 6GB+128GB
04-Sep-19,,Jegan,5.0 out of 5 stars,Great phone for the price,Size: 6GB+128GB
21-Jul-19,,swapnil,5.0 out of 5 stars,Wow,Size: 6GB+128GB
29-Jul-19,,Veeru Rana,4.0 out of 5 stars,Good phone keeps up its name,Size: 6GB+128GB
12-Sep-19,,Raju,5.0 out of 5 stars,Awesome,Size: 8GB+256GB
02-Jul-19,,Divya,5.0 out of 5 stars,Super,Size: 8GB+256GB
05-Sep-19,,Amazon Customer,1.0 out of 5 stars,Display gone,Size: 6GB+128GB
16-Jul-19,,Hashmeet,5.0 out of 5 stars,Great buy,Size: 6GB+128GB
25-Jun-19,,MD,5.0 out of 5 stars,Super Phone,Size: 8GB+256GB
09-Jun-19,,addicniku,5.0 out of 5 stars,Beast,Size: 8GB+256GB
09-Jun-19,,Ananthajith R,5.0 out of 5 stars,Just go for it,Size: 8GB+256GB
12-Aug-19,,Ramesh Chavan,5.0 out of 5 stars,Nice product 👍👌,Size: 6GB+128GB
30-Jun-19,,Sinio,5.0 out of 5 stars,No doubt a flagship killer,Size: 8GB+256GB
22-Aug-19,,kunal,5.0 out of 5 stars,Love the phone,Size: 6GB+128GB
21-Jun-19,,Pankaj ,5.0 out of 5 stars,Everything is beyond speed,Size: 6GB+128GB
21-Aug-19,,Aradhana yadav,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
09-Aug-19,,Amazon Customer,5.0 out of 5 stars,Why one plus 7 not provide 3.5mm audio jack and handfree..all are good only one usse,Size: 6GB+128GB
11-Jul-19,,Dhana Lakshmi,5.0 out of 5 stars,LOVED IT ..!,Size: 8GB+256GB
30-Jul-19,,Chinmay,5.0 out of 5 stars,Simply the best,Size: 6GB+128GB
23-Jun-19,,aj soni,4.0 out of 5 stars,Gud,Size: 6GB+128GB
12-Jun-19,,Amazon Customer,5.0 out of 5 stars,Must buy.,Size: 6GB+128GB
09-Aug-19,,Amazon Customer,5.0 out of 5 stars,Excellent,Size: 6GB+128GB
17-Jul-19,,Adarsh Shetter,5.0 out of 5 stars,Value for money,Size: 8GB+256GB
13-Aug-19,,Amazon Customer,5.0 out of 5 stars,Wonderful,Size: 6GB+128GB
20-Aug-19,,hariprasad kp,5.0 out of 5 stars,Great phone 😍,Size: 6GB+128GB
19-Jul-19,,K.P.Khoussik,5.0 out of 5 stars,Awesome mobile,Size: 8GB+256GB
11-Jul-19,,DEVI PRASAD SARANGI,5.0 out of 5 stars,Just WoW,Size: 8GB+256GB
27-Jul-19,,Rabilochan Sahu,5.0 out of 5 stars,Coolest Phone,Size: 6GB+128GB
15-Aug-19,,Harshit Ratra,5.0 out of 5 stars,Best phone available,Size: 6GB+128GB
29-Jul-19,,Srikanth,4.0 out of 5 stars,OnePlus Best Mobile,Size: 8GB+256GB
25-Jul-19,,Amazon Customer,5.0 out of 5 stars,Best phone under 35000rs,Size: 6GB+128GB
25-Jul-19,,Nani,5.0 out of 5 stars,Nice one,Size: 6GB+128GB
01-Aug-19,,Amazon Customer,5.0 out of 5 stars,Simply better,Size: 8GB+256GB
19-Jul-19,,GuruPavan,4.0 out of 5 stars,Super product,Size: 6GB+128GB
15-Jul-19,,kiran,4.0 out of 5 stars,One of the best phone,Size: 8GB+256GB
29-Jul-19,,Darshan ,5.0 out of 5 stars,Good all-rounder,Size: 6GB+128GB
11-Jul-19,,parth,5.0 out of 5 stars,EMI proceeds,Size: 6GB+128GB
31-Aug-19,,Amazon Customer,5.0 out of 5 stars,Satisfied,Size: 6GB+128GB
22-Jul-19,,Amazon Customer,5.0 out of 5 stars,Value for 💰. Excellent product.,Size: 6GB+128GB
08-Jul-19,,prateek,1.0 out of 5 stars,Beware it's waste of money,Size: 8GB+256GB
08-Jun-19,,Patel ravi laxmanbhai,5.0 out of 5 stars,Thanks,Size: 8GB+256GB
30-Jul-19,,Amazon Customer,1.0 out of 5 stars,Average,Size: 6GB+128GB
26-Jun-19,,Mangesh S,5.0 out of 5 stars,This is the phone for 2019,Size: 8GB+256GB
